Date,Time,Product Name,Unit Price,Quantity Sold,Revenue,Store Name,Sales Campaign
2024-10-16,15:24:53,Action Figure,447.99,1,447.99,"Mathews, Weeks and Thomas Store",10% off Black Friday
2023-12-12,03:14:49,Jeans,123.64,11,1360.08,"Mathews, Weeks and Thomas Store",10% off Black Friday
2023-05-13,08:41:16,Puzzle,1090.97,4,4363.89,"Wilson, Richardson and Franklin Store",Summer Sale
2024-10-20,14:48:49,Puzzle,265.5,5,1327.5,"Jones, Terrell and Reynolds Store",10% off Black Friday
2023-03-21,04:32:28,Jacket,601.73,3,1805.19,"Jones, Terrell and Reynolds Store",10% off Black Friday
2024-04-27,10:28:53,Vacuum Cleaner,719.25,4,2877.0,"Hamilton, Barnes and Hale Store",
2024-08-05,14:02:07,Action Figure,936.1,3,2808.31,"Jones, Terrell and Reynolds Store",
2023-06-23,23:03:01,Dress,407.16,4,1628.63,"Osborne, Nelson and Gates Store",
2023-11-13,13:52:21,Fiction,167.82,13,2181.72,"Mathews, Miller and Webb Store",10% off Black Friday
2024-09-28,19:48:51,Shoes,501.35,1,501.35,"Osborne, Nelson and Gates Store",Summer Sale
2024-07-02,16:34:38,Jeans,250.76,2,501.53,Norris-Nelson Store,
2023-06-30,07:09:00,Action Figure,780.12,5,3900.62,"Mathews, Miller and Webb Store",
2024-01-29,14:18:27,Action Figure,881.46,4,3525.84,Lewis LLC Store,10% off Black Friday
2023-10-03,14:49:36,Board Game,601.56,4,2406.22,"Jones, Terrell and Reynolds Store",
2023-02-20,22:23:16,Puzzle,1240.05,4,4960.19,"Wilson, Phillips and Summers Store",10% off Black Friday
2023-08-14,20:19:24,Headphones,455.47,3,1366.42,"Mathews, Miller and Webb Store",
2024-05-02,01:07:16,Puzzle,472.91,2,945.82,Lewis LLC Store,Summer Sale
2023-09-03,10:18:59,Action Figure,823.93,1,823.93,"Wilson, Phillips and Summers Store",
2023-03-14,17:23:21,T-shirt,689.11,5,3445.55,"Wilson, Phillips and Summers Store",10% off Black Friday
2024-08-03,05:07:34,Microwave,188.02,5,940.12,Lewis LLC Store,Summer Sale
2024-06-23,06:47:22,Non-Fiction,983.54,2,1967.08,Norris-Nelson Store,Summer Sale
2023-08-10,23:23:48,Headphones,350.13,4,1400.52,"Wilson, Phillips and Summers Store",
2024-01-15,18:18:58,Jacket,611.9,3,1835.71,"Mathews, Miller and Webb Store",Summer Sale
2024-09-24,23:42:39,Jeans,190.49,1,190.49,"Mathews, Weeks and Thomas Store",10% off Black Friday
2023-04-23,11:14:03,Children's Books,1223.37,4,4893.49,"Mathews, Miller and Webb Store",
2023-08-31,00:38:46,Jeans,770.77,4,3083.07,"Jones, Terrell and Reynolds Store",10% off Black Friday
2024-12-29,08:55:15,Refrigerator,622.89,9,5606.0,"Ramirez, Marshall and West Store",Summer Sale
2024-09-08,10:30:56,Non-Fiction,625.24,5,3126.2,Lewis LLC Store,
2024-07-04,17:24:31,Jeans,385.28,5,1926.38,"Ramirez, Marshall and West Store",
2024-08-04,04:18:53,Children's Books,710.28,5,3551.42,"Wilson, Phillips and Summers Store",Summer Sale
2024-07-30,21:07:35,Puzzle,933.68,3,2801.03,"Mathews, Weeks and Thomas Store",
2024-11-07,00:17:09,Puzzle,536.73,11,5904.06,"Osborne, Nelson and Gates Store",10% off Black Friday
2025-01-08,11:46:11,Vacuum Cleaner,627.25,1,627.25,"Mathews, Weeks and Thomas Store",Summer Sale
2024-09-22,23:15:08,Vacuum Cleaner,791.07,2,1582.14,"Jones, Terrell and Reynolds Store",
2023-07-04,14:23:16,Microwave,170.58,1,170.58,"Osborne, Nelson and Gates Store",
2024-11-17,23:41:35,Children's Books,858.08,1,858.08,"Mathews, Miller and Webb Store",
2024-09-05,03:11:35,Jeans,1004.41,5,5022.06,"Ramirez, Marshall and West Store",
2024-12-07,17:16:47,Dress,398.59,4,1594.37,"Wilson, Phillips and Summers Store",
2023-10-09,05:44:50,Puzzle,1367.99,1,1367.99,"Jones, Terrell and Reynolds Store",Summer Sale
2024-04-24,07:33:53,Board Game,1151.63,3,3454.89,Norris-Nelson Store,Summer Sale
2023-08-31,08:31:35,Smartwatch,246.88,5,1234.39,"Jones, Terrell and Reynolds Store",10% off Black Friday
2024-10-10,05:21:19,Children's Books,1031.81,5,5159.07,"Mathews, Weeks and Thomas Store",Summer Sale
2024-09-29,20:29:12,Textbooks,582.14,1,582.14,"Ramirez, Marshall and West Store",Summer Sale
2023-07-12,03:27:25,Headphones,488.0,4,1951.98,"Ramirez, Marshall and West Store",10% off Black Friday
2024-12-15,17:19:50,Non-Fiction,453.44,11,4987.81,"Wilson, Richardson and Franklin Store",10% off Black Friday
2024-12-27,01:08:58,Shoes,1130.41,14,15825.78,"Jones, Terrell and Reynolds Store",10% off Black Friday
2023-08-11,12:23:33,Dress,305.67,3,917.0,Lewis LLC Store,
2023-12-13,03:55:03,Washing Machine,871.64,1,871.64,"Mathews, Weeks and Thomas Store",10% off Black Friday
2023-11-05,19:46:46,Children's Books,834.57,1,834.57,"Mathews, Miller and Webb Store",
2024-07-23,08:01:27,Dress,234.11,4,936.45,"Wilson, Richardson and Franklin Store",Summer Sale
2023-07-18,08:39:00,Doll,591.83,3,1775.48,"Mathews, Weeks and Thomas Store",
2024-06-06,11:56:26,Tablet,763.45,3,2290.35,"Mathews, Miller and Webb Store",Summer Sale
2025-01-11,19:01:59,Microwave,308.52,2,617.04,"Ramirez, Marshall and West Store",10% off Black Friday
2023-07-25,05:13:46,Doll,491.09,1,491.09,"Ramirez, Marshall and West Store",10% off Black Friday
2024-09-12,16:20:18,Microwave,334.66,1,334.66,"Mathews, Miller and Webb Store",Summer Sale
2023-11-22,18:43:08,Shoes,355.47,9,3199.23,Norris-Nelson Store,10% off Black Friday
2023-12-09,13:59:53,Tablet,851.29,2,1702.58,"Hamilton, Barnes and Hale Store",10% off Black Friday
2023-07-13,08:26:18,Textbooks,639.06,3,1917.17,Norris-Nelson Store,
2023-12-13,23:39:26,Smartwatch,303.3,2,606.6,Norris-Nelson Store,
2024-08-15,07:36:30,Puzzle,353.08,1,353.08,"Osborne, Nelson and Gates Store",10% off Black Friday
2023-11-28,11:15:02,Doll,537.09,9,4833.85,"Osborne, Nelson and Gates Store",Summer Sale
2024-03-10,09:54:48,Smartwatch,289.06,5,1445.32,"Mathews, Weeks and Thomas Store",Summer Sale
2024-09-21,16:39:48,Laptop,773.14,3,2319.43,Norris-Nelson Store,
2023-09-02,02:43:02,Tablet,860.42,1,860.42,"Jones, Terrell and Reynolds Store",Summer Sale
2024-02-29,18:46:35,Dress,520.59,1,520.59,"Jones, Terrell and Reynolds Store",Summer Sale
2024-02-22,11:00:06,Microwave,383.94,3,1151.81,"Mathews, Weeks and Thomas Store",Summer Sale
2023-04-09,06:57:00,Tablet,595.76,5,2978.78,"Osborne, Nelson and Gates Store",10% off Black Friday
2024-02-18,04:45:04,Smartphone,1054.75,1,1054.75,"Wilson, Richardson and Franklin Store",10% off Black Friday
2023-05-30,05:55:12,Smartphone,1113.66,3,3340.97,"Mathews, Weeks and Thomas Store",Summer Sale
2025-01-27,00:52:34,Board Game,788.63,2,1577.26,"Osborne, Nelson and Gates Store",Summer Sale
2024-08-11,00:08:04,Smartphone,818.92,4,3275.67,"Jones, Terrell and Reynolds Store",10% off Black Friday
2023-05-29,19:15:15,Jacket,1135.82,3,3407.46,"Mathews, Weeks and Thomas Store",
2023-04-21,06:13:19,Doll,857.09,4,3428.38,"Jones, Terrell and Reynolds Store",
2024-01-15,20:25:49,Shoes,880.1,1,880.1,"Jones, Terrell and Reynolds Store",
2023-03-31,20:13:54,Non-Fiction,691.73,4,2766.9,Lewis LLC Store,10% off Black Friday
2024-04-30,07:14:44,Doll,876.59,4,3506.36,"Mathews, Weeks and Thomas Store",Summer Sale
2023-06-28,03:37:00,Smartwatch,658.26,4,2633.02,Norris-Nelson Store,10% off Black Friday
2024-08-01,17:24:26,Tablet,656.63,1,656.63,"Osborne, Nelson and Gates Store",Summer Sale
2023-09-11,03:18:21,Headphones,366.21,4,1464.84,"Hamilton, Barnes and Hale Store",
2024-02-17,09:36:35,Dress,469.72,4,1878.88,"Osborne, Nelson and Gates Store",Summer Sale
2024-08-10,04:26:08,Washing Machine,1038.93,2,2077.87,"Jones, Terrell and Reynolds Store",10% off Black Friday
2024-09-10,04:04:15,Action Figure,221.17,4,884.69,"Osborne, Nelson and Gates Store",Summer Sale
2023-07-26,19:24:18,Board Game,430.39,1,430.39,"Ramirez, Marshall and West Store",Summer Sale
2024-06-29,00:52:05,Refrigerator,649.65,4,2598.59,"Wilson, Phillips and Summers Store",Summer Sale
2025-01-09,14:18:19,Tablet,463.38,4,1853.51,"Mathews, Miller and Webb Store",
2024-01-13,04:10:26,Vacuum Cleaner,583.43,3,1750.29,Norris-Nelson Store,
2023-04-21,19:36:06,Refrigerator,455.66,5,2278.28,Lewis LLC Store,Summer Sale
2023-02-18,02:04:48,Textbooks,177.69,2,355.38,"Hamilton, Barnes and Hale Store",Summer Sale
2023-05-15,07:02:44,Doll,561.84,5,2809.2,"Wilson, Phillips and Summers Store",
2024-05-24,12:11:25,Microwave,362.38,2,724.77,Lewis LLC Store,10% off Black Friday
2024-05-20,01:13:30,Textbooks,489.79,5,2448.93,Norris-Nelson Store,Summer Sale
2023-06-15,11:03:46,Textbooks,360.87,4,1443.48,"Jones, Terrell and Reynolds Store",Summer Sale
2023-07-12,15:01:50,Puzzle,549.57,2,1099.13,Lewis LLC Store,10% off Black Friday
2023-10-18,22:34:45,T-shirt,886.39,4,3545.57,"Hamilton, Barnes and Hale Store",10% off Black Friday
2025-02-02,17:15:54,Refrigerator,490.38,5,2451.9,"Hamilton, Barnes and Hale Store",
2023-05-03,12:23:11,Washing Machine,1028.73,4,4114.92,"Mathews, Miller and Webb Store",10% off Black Friday
2024-04-21,04:50:03,Jacket,661.41,1,661.41,"Wilson, Richardson and Franklin Store",
2025-01-06,18:37:23,Washing Machine,670.01,3,2010.04,"Osborne, Nelson and Gates Store",
2024-02-25,04:11:29,Shoes,1249.44,1,1249.44,"Ramirez, Marshall and West Store",10% off Black Friday
2023-02-28,20:03:07,Vacuum Cleaner,475.63,3,1426.89,"Mathews, Miller and Webb Store",10% off Black Friday
2023-03-21,09:23:06,Washing Machine,637.67,5,3188.36,"Wilson, Richardson and Franklin Store",Summer Sale
2024-08-09,04:48:57,Puzzle,1052.93,2,2105.85,"Wilson, Richardson and Franklin Store",
2024-03-07,02:01:46,Dress,352.98,3,1058.95,"Ramirez, Marshall and West Store",Summer Sale
2023-09-20,07:23:44,Washing Machine,1043.78,5,5218.89,Lewis LLC Store,10% off Black Friday
2023-11-12,22:57:20,Textbooks,625.71,11,6882.76,"Mathews, Weeks and Thomas Store",10% off Black Friday
2024-01-31,04:25:42,Refrigerator,447.89,2,895.79,"Mathews, Weeks and Thomas Store",
2024-10-23,01:11:57,Washing Machine,769.12,1,769.12,"Ramirez, Marshall and West Store",Summer Sale
2024-03-26,17:42:07,Board Game,1045.07,4,4180.28,"Osborne, Nelson and Gates Store",
2024-04-07,15:31:21,Smartwatch,583.34,2,1166.67,"Jones, Terrell and Reynolds Store",
2024-02-16,10:04:29,Microwave,234.64,5,1173.19,"Mathews, Weeks and Thomas Store",10% off Black Friday
2024-09-26,03:09:13,Smartphone,579.32,1,579.32,"Osborne, Nelson and Gates Store",
2024-06-07,12:58:53,Vacuum Cleaner,420.97,3,1262.9,Norris-Nelson Store,Summer Sale
2024-07-28,12:31:39,Smartphone,740.27,5,3701.36,Lewis LLC Store,
2024-12-29,22:21:20,Action Figure,760.89,17,12935.19,"Mathews, Weeks and Thomas Store",
2023-03-29,06:48:15,T-shirt,1046.11,4,4184.43,"Hamilton, Barnes and Hale Store",10% off Black Friday
2024-04-03,14:29:12,Jacket,731.59,1,731.59,Norris-Nelson Store,10% off Black Friday
2024-04-02,09:35:09,Laptop,856.01,5,4280.03,"Wilson, Richardson and Franklin Store",
2025-01-09,19:23:30,Smartphone,925.57,4,3702.29,"Osborne, Nelson and Gates Store",10% off Black Friday
2023-03-08,16:47:33,Non-Fiction,448.81,4,1795.23,"Osborne, Nelson and Gates Store",10% off Black Friday
2023-04-10,18:16:11,Tablet,631.17,5,3155.84,"Ramirez, Marshall and West Store",10% off Black Friday
2023-07-08,09:24:55,Jeans,1178.94,1,1178.94,"Mathews, Miller and Webb Store",10% off Black Friday
2024-02-05,00:13:37,Children's Books,917.4,3,2752.21,"Wilson, Richardson and Franklin Store",Summer Sale
2023-08-23,22:08:45,Board Game,564.74,5,2823.72,"Mathews, Miller and Webb Store",
2024-12-13,17:33:43,Tablet,420.77,3,1262.3,"Mathews, Miller and Webb Store",10% off Black Friday
2024-10-24,13:52:56,Smartwatch,549.74,3,1649.21,"Hamilton, Barnes and Hale Store",10% off Black Friday
2023-10-20,14:12:39,Vacuum Cleaner,671.35,2,1342.69,"Hamilton, Barnes and Hale Store",10% off Black Friday
2023-06-01,04:13:23,Headphones,494.99,4,1979.96,Norris-Nelson Store,10% off Black Friday
2024-01-03,19:06:55,Washing Machine,1001.25,5,5006.26,"Mathews, Weeks and Thomas Store",10% off Black Friday
2024-07-01,07:50:32,Tablet,293.17,1,293.17,"Mathews, Weeks and Thomas Store",10% off Black Friday
2024-03-05,19:24:24,Tablet,554.56,1,554.56,"Hamilton, Barnes and Hale Store",10% off Black Friday
2024-02-07,03:52:41,Laptop,469.57,5,2347.85,"Jones, Terrell and Reynolds Store",Summer Sale
2024-09-15,19:28:07,Smartwatch,470.07,2,940.14,"Jones, Terrell and Reynolds Store",
2024-11-30,11:06:25,Dress,412.9,9,3716.12,Norris-Nelson Store,10% off Black Friday
2024-03-30,20:06:40,Laptop,467.68,1,467.68,"Ramirez, Marshall and West Store",10% off Black Friday
2023-11-10,16:59:53,Microwave,482.68,18,8688.23,"Osborne, Nelson and Gates Store",
2023-07-26,04:09:05,Refrigerator,379.13,2,758.27,Lewis LLC Store,
2023-03-28,19:27:58,Shoes,973.9,2,1947.81,Lewis LLC Store,Summer Sale
2025-01-27,13:02:08,Smartphone,978.41,2,1956.82,"Mathews, Weeks and Thomas Store",Summer Sale
2024-11-10,21:18:39,Tablet,392.92,20,7858.42,"Mathews, Miller and Webb Store",Summer Sale
2024-05-29,06:16:58,Tablet,879.52,4,3518.08,"Wilson, Phillips and Summers Store",Summer Sale
2023-08-18,22:55:47,Puzzle,291.62,5,1458.09,Norris-Nelson Store,
2023-08-04,20:03:07,Children's Books,545.11,2,1090.22,"Wilson, Richardson and Franklin Store",10% off Black Friday
2023-03-31,18:27:36,Microwave,404.17,3,1212.51,"Osborne, Nelson and Gates Store",Summer Sale
2023-08-20,14:32:49,Laptop,1143.64,1,1143.64,Lewis LLC Store,Summer Sale
2023-08-13,18:02:48,Microwave,241.9,3,725.69,"Hamilton, Barnes and Hale Store",10% off Black Friday
2023-10-20,22:12:12,Microwave,296.08,4,1184.32,Lewis LLC Store,Summer Sale
2023-06-27,11:18:18,Non-Fiction,920.72,2,1841.45,"Wilson, Richardson and Franklin Store",10% off Black Friday
2024-03-15,11:27:37,Puzzle,1316.08,5,6580.42,"Mathews, Miller and Webb Store",Summer Sale
2024-08-20,01:21:48,Laptop,954.74,5,4773.71,"Hamilton, Barnes and Hale Store",10% off Black Friday
2023-11-07,01:17:22,Children's Books,736.42,20,14728.43,"Hamilton, Barnes and Hale Store",10% off Black Friday
2024-09-06,21:38:29,Headphones,226.88,4,907.52,"Osborne, Nelson and Gates Store",
2024-12-18,02:32:31,Washing Machine,591.23,20,11824.63,"Ramirez, Marshall and West Store",10% off Black Friday
2023-07-02,01:28:05,Shoes,374.99,4,1499.98,Lewis LLC Store,
2024-04-11,22:10:01,Jacket,965.12,4,3860.47,"Mathews, Weeks and Thomas Store",10% off Black Friday
2024-03-17,08:04:00,Puzzle,1219.71,3,3659.14,"Osborne, Nelson and Gates Store",10% off Black Friday
2024-10-26,20:35:55,Jeans,1354.08,5,6770.4,"Wilson, Phillips and Summers Store",Summer Sale
2024-03-21,15:29:34,Vacuum Cleaner,817.01,3,2451.04,"Jones, Terrell and Reynolds Store",Summer Sale
2024-01-17,20:30:54,T-shirt,745.11,3,2235.32,"Osborne, Nelson and Gates Store",Summer Sale
2024-05-11,13:03:24,Washing Machine,954.77,1,954.77,"Wilson, Phillips and Summers Store",10% off Black Friday
2023-08-20,21:22:29,Microwave,392.57,2,785.14,"Osborne, Nelson and Gates Store",
2024-04-06,19:13:33,Dress,388.05,5,1940.25,Lewis LLC Store,Summer Sale
2023-11-04,13:17:56,Laptop,890.67,13,11578.74,"Wilson, Richardson and Franklin Store",Summer Sale
2023-05-04,19:48:41,Doll,598.89,3,1796.67,"Mathews, Weeks and Thomas Store",
2023-12-01,22:07:10,Tablet,762.41,14,10673.69,"Mathews, Miller and Webb Store",10% off Black Friday
2023-07-25,18:48:35,Laptop,496.69,1,496.69,Lewis LLC Store,
2024-10-13,13:20:11,Vacuum Cleaner,544.01,3,1632.04,"Wilson, Richardson and Franklin Store",Summer Sale
2024-10-17,12:13:51,Puzzle,1126.81,5,5634.06,"Osborne, Nelson and Gates Store",10% off Black Friday
2023-04-23,22:02:04,Non-Fiction,662.25,3,1986.74,Lewis LLC Store,
2024-10-19,17:18:46,Puzzle,761.9,2,1523.79,"Wilson, Richardson and Franklin Store",10% off Black Friday
2023-07-28,16:11:12,Shoes,1083.96,1,1083.96,"Jones, Terrell and Reynolds Store",
2024-07-05,19:26:38,Tablet,290.54,5,1452.69,Lewis LLC Store,10% off Black Friday
2024-04-19,05:06:09,Washing Machine,641.29,3,1923.87,"Osborne, Nelson and Gates Store",10% off Black Friday
2023-10-06,03:35:53,Action Figure,391.8,1,391.8,Norris-Nelson Store,Summer Sale
2024-11-11,22:19:23,Vacuum Cleaner,678.59,4,2714.35,"Mathews, Miller and Webb Store",10% off Black Friday
2024-11-27,04:13:28,Washing Machine,847.2,1,847.2,"Ramirez, Marshall and West Store",Summer Sale
2023-03-29,18:43:23,Shoes,1057.71,4,4230.82,"Wilson, Richardson and Franklin Store",
2023-11-01,22:21:06,Vacuum Cleaner,476.08,15,7141.19,Norris-Nelson Store,10% off Black Friday
2024-10-13,15:59:39,Headphones,403.2,2,806.4,"Jones, Terrell and Reynolds Store",Summer Sale
2025-01-22,17:33:51,Refrigerator,312.02,5,1560.08,"Ramirez, Marshall and West Store",10% off Black Friday
2024-05-26,11:44:15,Board Game,482.93,1,482.93,"Mathews, Miller and Webb Store",
2024-08-18,15:14:05,Children's Books,888.35,4,3553.42,"Ramirez, Marshall and West Store",10% off Black Friday
2024-05-18,06:50:54,Shoes,1009.37,3,3028.1,Lewis LLC Store,
2024-06-05,02:42:17,Headphones,675.12,2,1350.24,"Mathews, Weeks and Thomas Store",10% off Black Friday
2023-07-31,12:43:02,Smartwatch,459.62,4,1838.48,"Wilson, Phillips and Summers Store",Summer Sale
2023-06-12,08:12:34,Jeans,717.32,5,3586.58,Norris-Nelson Store,
2024-03-12,09:54:50,Shoes,1162.57,2,2325.13,"Osborne, Nelson and Gates Store",Summer Sale
2023-08-02,11:43:36,Refrigerator,121.73,1,121.73,"Mathews, Weeks and Thomas Store",
2023-05-07,21:45:41,Jacket,1057.37,5,5286.87,"Wilson, Phillips and Summers Store",Summer Sale
2023-03-03,00:11:19,Smartwatch,337.05,4,1348.18,"Ramirez, Marshall and West Store",Summer Sale
2023-03-21,15:00:43,Vacuum Cleaner,629.71,1,629.71,"Mathews, Weeks and Thomas Store",Summer Sale
2024-10-14,11:37:59,Children's Books,573.31,5,2866.53,"Wilson, Richardson and Franklin Store",Summer Sale
2024-01-30,09:15:07,Smartphone,553.43,2,1106.86,"Jones, Terrell and Reynolds Store",10% off Black Friday
2023-08-17,00:10:12,Laptop,590.01,4,2360.03,"Wilson, Richardson and Franklin Store",
2024-07-19,16:55:45,Laptop,630.75,5,3153.75,"Mathews, Weeks and Thomas Store",
2024-06-20,16:08:08,Children's Books,727.86,2,1455.72,"Hamilton, Barnes and Hale Store",10% off Black Friday
2023-12-22,04:38:19,Jeans,1186.3,12,14235.54,"Ramirez, Marshall and West Store",Summer Sale
2023-12-14,00:43:43,Microwave,419.72,3,1259.17,"Wilson, Phillips and Summers Store",Summer Sale
2024-09-14,05:10:37,Washing Machine,685.63,3,2056.9,"Mathews, Miller and Webb Store",10% off Black Friday
2023-02-24,19:44:44,Board Game,1117.36,5,5586.79,"Jones, Terrell and Reynolds Store",10% off Black Friday
2024-07-01,17:57:31,Microwave,309.35,5,1546.73,"Mathews, Weeks and Thomas Store",
2023-02-22,15:49:32,Microwave,439.36,1,439.36,Lewis LLC Store,
2024-12-11,20:38:23,Microwave,475.9,19,9042.16,"Hamilton, Barnes and Hale Store",10% off Black Friday
2023-03-31,08:43:57,Microwave,488.99,2,977.97,"Hamilton, Barnes and Hale Store",
2023-11-27,17:20:53,Textbooks,266.63,16,4266.09,Norris-Nelson Store,10% off Black Friday
2023-12-09,16:49:04,Board Game,736.55,16,11784.74,Norris-Nelson Store,10% off Black Friday
2024-11-11,09:42:44,Doll,578.88,13,7525.4,Norris-Nelson Store,
2024-09-26,11:55:31,Doll,502.9,3,1508.7,"Mathews, Weeks and Thomas Store",Summer Sale
2024-05-29,17:12:02,Textbooks,470.88,4,1883.53,"Osborne, Nelson and Gates Store",
2024-08-13,08:54:21,Laptop,633.28,4,2533.14,"Mathews, Weeks and Thomas Store",Summer Sale
2023-03-06,08:07:35,Laptop,847.75,5,4238.76,Norris-Nelson Store,
2025-01-29,17:06:34,Non-Fiction,695.0,2,1390.01,Lewis LLC Store,10% off Black Friday
2023-08-26,05:25:56,Vacuum Cleaner,482.34,3,1447.02,Lewis LLC Store,Summer Sale
2023-08-17,17:15:05,T-shirt,1215.08,1,1215.08,Norris-Nelson Store,Summer Sale
2024-02-27,18:07:37,Tablet,493.97,3,1481.9,"Mathews, Weeks and Thomas Store",Summer Sale
2023-11-03,04:03:44,Action Figure,349.75,12,4196.99,Lewis LLC Store,10% off Black Friday
2023-05-29,21:38:03,Microwave,477.56,2,955.12,"Osborne, Nelson and Gates Store",Summer Sale
2024-03-10,07:11:21,Smartwatch,343.11,4,1372.45,"Osborne, Nelson and Gates Store",Summer Sale
2024-10-25,04:07:22,Microwave,442.09,1,442.09,"Wilson, Phillips and Summers Store",
2023-05-09,03:18:58,Tablet,655.49,5,3277.46,Norris-Nelson Store,
2023-07-16,14:49:45,Refrigerator,93.7,4,374.78,"Jones, Terrell and Reynolds Store",Summer Sale
2024-12-11,17:57:59,Washing Machine,986.92,18,17764.47,"Mathews, Weeks and Thomas Store",Summer Sale
2023-06-01,17:08:10,Fiction,377.01,1,377.01,"Mathews, Weeks and Thomas Store",
2023-05-16,05:10:41,Textbooks,284.41,2,568.82,Lewis LLC Store,10% off Black Friday
2024-09-05,23:29:10,Shoes,599.89,5,2999.45,Lewis LLC Store,10% off Black Friday
2023-06-09,09:38:12,Puzzle,1116.27,4,4465.07,"Hamilton, Barnes and Hale Store",10% off Black Friday
2024-09-21,18:22:50,Jacket,578.14,5,2890.7,"Jones, Terrell and Reynolds Store",
2024-05-07,01:52:12,Jeans,200.91,2,401.83,"Ramirez, Marshall and West Store",
2023-08-12,01:27:37,Tablet,708.23,1,708.23,"Osborne, Nelson and Gates Store",
2023-02-15,08:52:34,Non-Fiction,890.04,3,2670.12,"Ramirez, Marshall and West Store",10% off Black Friday
2023-06-20,18:11:14,Non-Fiction,339.55,3,1018.64,Norris-Nelson Store,
2024-08-12,23:17:06,Shoes,1008.51,1,1008.51,Norris-Nelson Store,10% off Black Friday
2023-05-15,12:22:55,Shoes,945.77,3,2837.32,"Mathews, Weeks and Thomas Store",Summer Sale
2023-05-17,12:36:21,Headphones,648.79,4,2595.16,"Mathews, Weeks and Thomas Store",Summer Sale
2024-01-24,19:36:26,Jacket,435.93,4,1743.72,"Jones, Terrell and Reynolds Store",
2023-11-02,23:37:35,Tablet,633.66,8,5069.3,"Wilson, Phillips and Summers Store",Summer Sale
2023-02-07,23:58:13,Puzzle,681.43,3,2044.29,Lewis LLC Store,Summer Sale
2023-05-17,22:06:10,Children's Books,794.12,2,1588.25,"Mathews, Miller and Webb Store",10% off Black Friday
2024-01-20,02:07:24,Headphones,239.91,1,239.91,"Osborne, Nelson and Gates Store",Summer Sale
2023-09-22,01:35:41,Headphones,600.47,1,600.47,"Mathews, Weeks and Thomas Store",Summer Sale
2023-08-12,05:45:28,Jeans,1292.52,5,6462.58,"Wilson, Richardson and Franklin Store",10% off Black Friday
2023-09-18,16:31:14,Dress,286.37,4,1145.49,"Wilson, Richardson and Franklin Store",
2023-12-15,23:03:43,Textbooks,151.56,15,2273.43,"Jones, Terrell and Reynolds Store",Summer Sale
2023-06-01,20:17:27,Doll,523.41,4,2093.65,"Jones, Terrell and Reynolds Store",
2024-12-24,00:43:10,Non-Fiction,941.5,2,1883.0,"Osborne, Nelson and Gates Store",10% off Black Friday
2025-01-05,16:37:07,Fiction,380.42,3,1141.25,"Mathews, Miller and Webb Store",10% off Black Friday
2024-05-15,12:55:23,Tablet,936.67,2,1873.35,"Hamilton, Barnes and Hale Store",10% off Black Friday
2024-09-24,13:28:17,Headphones,250.82,1,250.82,"Jones, Terrell and Reynolds Store",
2023-06-30,11:48:46,Jeans,983.08,5,4915.38,"Ramirez, Marshall and West Store",
2024-12-07,07:06:13,T-shirt,776.98,9,6992.82,"Wilson, Phillips and Summers Store",10% off Black Friday
2023-11-13,00:26:34,Jacket,1026.05,8,8208.42,"Osborne, Nelson and Gates Store",Summer Sale
2023-06-17,02:03:39,Shoes,1254.85,2,2509.7,Norris-Nelson Store,Summer Sale
2023-12-24,12:51:23,Microwave,296.25,7,2073.78,Lewis LLC Store,10% off Black Friday
2024-05-11,19:58:18,Textbooks,507.96,1,507.96,"Mathews, Miller and Webb Store",
2024-04-08,09:40:13,Smartwatch,585.89,3,1757.68,"Wilson, Richardson and Franklin Store",Summer Sale
2024-03-03,11:16:12,Laptop,1021.84,4,4087.35,"Wilson, Phillips and Summers Store",
2024-05-12,18:18:02,Smartphone,812.83,4,3251.3,"Hamilton, Barnes and Hale Store",10% off Black Friday
2023-03-09,12:38:59,Washing Machine,772.84,5,3864.2,"Mathews, Miller and Webb Store",10% off Black Friday
2023-07-27,05:36:25,Board Game,792.58,3,2377.74,"Mathews, Weeks and Thomas Store",10% off Black Friday
2024-05-02,14:03:06,Washing Machine,593.47,1,593.47,"Osborne, Nelson and Gates Store",10% off Black Friday
2023-12-15,15:18:35,Vacuum Cleaner,439.3,17,7468.04,"Hamilton, Barnes and Hale Store",Summer Sale
2024-04-28,15:33:13,Textbooks,447.94,4,1791.77,"Mathews, Weeks and Thomas Store",10% off Black Friday
2024-11-28,20:42:15,Jacket,990.23,11,10892.5,"Osborne, Nelson and Gates Store",
2024-04-11,01:53:50,Jeans,901.78,2,1803.56,"Osborne, Nelson and Gates Store",Summer Sale
2023-06-22,23:38:45,Action Figure,995.79,1,995.79,"Mathews, Weeks and Thomas Store",10% off Black Friday
2023-04-01,23:44:28,Washing Machine,797.91,5,3989.55,"Hamilton, Barnes and Hale Store",Summer Sale
2023-04-25,21:15:30,T-shirt,934.42,1,934.42,"Wilson, Phillips and Summers Store",10% off Black Friday
2024-05-05,15:51:06,Jacket,779.86,5,3899.28,"Osborne, Nelson and Gates Store",Summer Sale
2023-09-06,13:59:05,Board Game,318.81,1,318.81,"Mathews, Miller and Webb Store",
2023-12-11,19:40:29,Puzzle,1291.18,20,25823.55,"Wilson, Phillips and Summers Store",
2024-03-12,22:51:22,Doll,759.08,2,1518.16,Norris-Nelson Store,
2024-12-19,06:41:41,Action Figure,560.37,14,7845.24,Lewis LLC Store,
