date,time,product_name,unit_price,quantity,revenue,store_name,sales_campaign
2023-09-21,15:06,Running Shoes,99.61,1,99.61,London Store,
2023-08-29,14:20,Cookware Set,191.32,2,382.64,Sao Paulo Store,
2023-09-21,18:31,Organic Coffee,11.49,1,11.49,Chicago Store,
2023-01-16,11:39,Yoga Mat,22.28,8,178.24,Shanghai Store,
2023-10-21,16:16,LEGO Set,67.98,1,67.98,Shanghai Store,
2023-12-14,12:56,Headphones,118.33,4,473.32,Tokyo Store,
2023-03-05,12:57,Organic Coffee,13.0,9,117.0,Shanghai Store,
2023-01-05,16:40,Perfume,112.4,2,224.8,Shanghai Store,
2023-05-13,15:31,Organic Coffee,10.68,10,106.8,Manchester Store,
2023-07-11,12:15,Snack Box,5.02,10,50.2,Chicago Store,
2023-06-25,10:15,Smartphone,689.32,2,1378.64,Beijing Store,Summer Sale
2023-05-25,16:57,Running Shoes,74.71,9,672.39,Tokyo Store,
2023-05-27,10:43,T-Shirt,11.29,4,45.16,New York Store,
2023-06-10,19:49,Snack Box,8.58,5,42.9,Shanghai Store,
2023-08-13,10:25,Cookware Set,296.16,9,2665.44,Los Angeles Store,
2023-09-05,17:51,Organic Coffee,12.67,5,63.35,Delhi Store,
2023-10-17,20:01,Blender,57.58,5,287.9,Osaka Store,
2023-02-24,14:26,Smartphone,947.45,8,7579.6,Los Angeles Store,
2023-01-23,12:50,Cookbook,32.07,5,160.35,Chicago Store,
2023-04-11,08:27,LEGO Set,54.88,4,219.52,New York Store,
2023-05-07,11:55,Smartphone,593.2,8,4745.6,Manchester Store,
2023-12-17,13:52,LEGO Set,67.73,2,135.46,Guangzhou Store,
2023-02-15,14:17,Laptop,864.67,8,6917.36,Tokyo Store,
2023-07-16,09:46,Organic Coffee,9.19,4,36.76,Guangzhou Store,
2023-08-23,13:55,Blender,105.37,1,105.37,Beijing Store,
2023-11-25,10:25,Skincare Set,41.38,8,331.04,Beijing Store,
2023-10-25,09:46,Skincare Set,79.92,9,719.28,Guangzhou Store,
2023-06-19,16:57,T-Shirt,24.59,5,122.95,Osaka Store,
2023-02-09,08:13,Perfume,145.97,10,1459.7,Beijing Store,
2023-10-06,17:49,Jeans,69.83,10,698.3,Mumbai Store,
2023-08-13,13:50,Headphones,153.2,3,459.6,Osaka Store,
2023-07-11,15:46,Bestseller Novel,11.08,7,77.56,London Store,
2023-07-06,12:09,T-Shirt,26.45,7,185.15,Edinburgh Store,
2023-07-06,20:33,Perfume,115.33,8,922.64,Melbourne Store,
2023-03-23,20:12,Snack Box,7.87,6,47.22,Beijing Store,
2023-04-25,19:35,LEGO Set,85.47,10,854.7,Guangzhou Store,
2023-09-21,10:04,Snack Box,5.84,5,29.2,Beijing Store,
2023-01-04,17:48,Organic Coffee,9.69,5,48.45,Houston Store,
2023-02-10,13:26,Laptop,1155.54,1,1155.54,Los Angeles Store,
2023-05-29,08:11,Organic Coffee,13.08,3,39.24,Guangzhou Store,
2023-06-23,17:26,Organic Coffee,13.06,10,130.6,Phoenix Store,
2023-07-13,16:01,T-Shirt,17.23,7,120.61,Beijing Store,
2023-01-15,15:10,Winter Jacket,127.37,9,1146.33,Houston Store,
2023-04-01,16:12,Laptop,1819.48,7,12736.36,Mumbai Store,
2023-03-05,17:37,T-Shirt,29.13,7,203.91,Shanghai Store,
2023-03-05,13:09,T-Shirt,22.19,1,22.19,Berlin Store,
2023-01-20,09:02,Snack Box,7.28,10,72.8,Houston Store,
2023-05-07,10:36,Running Shoes,109.17,9,982.53,Guangzhou Store,
2023-09-13,18:19,Perfume,147.75,5,738.75,Chicago Store,
2023-04-25,11:37,LEGO Set,40.71,2,81.42,Beijing Store,
2023-08-14,20:34,LEGO Set,30.75,3,92.25,Guangzhou Store,
2023-11-10,17:13,Perfume,82.49,1,82.49,Osaka Store,
2023-04-08,09:24,Board Game,46.57,2,93.14,Tokyo Store,
2023-09-27,11:59,Laptop,1905.51,3,5716.53,Beijing Store,
2023-12-19,08:58,Headphones,265.85,4,1063.4,Phoenix Store,Holiday Special
2023-12-12,09:42,Laptop,1213.87,3,3641.61,Mumbai Store,
2023-07-06,11:41,T-Shirt,11.06,9,99.54,Berlin Store,
2023-03-25,17:42,Headphones,216.17,7,1513.19,Edinburgh Store,
2023-10-29,15:36,Headphones,240.65,4,962.6,Beijing Store,
2023-09-18,11:16,Blender,71.26,6,427.56,Osaka Store,
2023-03-07,15:28,Snack Box,7.96,8,63.68,New York Store,
2023-01-20,10:13,T-Shirt,24.79,5,123.95,Beijing Store,
2023-03-22,08:46,Blender,94.64,1,94.64,Shanghai Store,
2023-03-11,10:47,Jeans,71.88,7,503.16,Shanghai Store,
2023-08-21,10:59,Organic Coffee,11.31,3,33.93,Beijing Store,
2023-12-30,08:04,Bestseller Novel,11.62,9,104.58,Chicago Store,
2023-08-07,18:12,Jeans,41.47,2,82.94,Osaka Store,
2023-09-05,11:54,Headphones,274.77,10,2747.7,Shanghai Store,
2023-07-17,11:24,Board Game,38.95,3,116.85,Munich Store,
2023-01-06,17:43,Blender,104.95,8,839.6,Guangzhou Store,
2023-07-15,12:34,Winter Jacket,103.35,1,103.35,Beijing Store,
2023-10-05,16:59,Snack Box,6.57,2,13.14,New York Store,
2023-06-12,18:30,Skincare Set,55.67,2,111.34,Shanghai Store,
2023-12-27,09:17,Perfume,102.96,5,514.8,Chicago Store,
2023-12-26,12:07,Jeans,55.12,2,110.24,Edinburgh Store,
2023-10-27,12:20,Snack Box,6.43,2,12.86,Edinburgh Store,
2023-06-19,14:14,LEGO Set,62.72,3,188.16,Guangzhou Store,
2023-10-08,12:25,T-Shirt,17.9,6,107.4,Chicago Store,
2023-11-17,19:56,Board Game,49.14,1,49.14,Hamburg Store,
2023-07-30,14:39,Organic Coffee,10.03,3,30.09,Shanghai Store,
2023-10-19,12:33,Bestseller Novel,13.02,10,130.2,Beijing Store,
2023-05-28,08:24,Running Shoes,116.08,10,1160.8,New York Store,
2023-01-28,09:15,Jeans,71.94,9,647.46,Edinburgh Store,
2023-03-27,19:51,T-Shirt,18.35,5,91.75,Beijing Store,
2023-06-09,11:28,Skincare Set,50.14,8,401.12,Beijing Store,
2023-01-08,17:02,Board Game,20.25,9,182.25,Shanghai Store,
2023-07-30,17:39,Snack Box,5.61,3,16.83,Tokyo Store,
2023-07-01,18:46,Smartphone,746.66,2,1493.32,New York Store,
2023-02-05,15:26,LEGO Set,41.35,6,248.1,Houston Store,
2023-11-14,16:15,Perfume,58.25,5,291.25,New York Store,
2023-05-19,12:00,Perfume,114.49,1,114.49,Los Angeles Store,
2023-04-19,15:59,T-Shirt,16.06,2,32.12,Los Angeles Store,
2023-06-06,17:17,Blender,93.58,6,561.48,Munich Store,
2023-07-26,16:46,LEGO Set,33.47,7,234.29,Phoenix Store,
2023-01-14,17:21,T-Shirt,29.4,1,29.4,Rio de Janeiro Store,
2023-05-10,11:00,Yoga Mat,35.64,4,142.56,Munich Store,
2023-04-04,19:04,Yoga Mat,21.74,6,130.44,Sao Paulo Store,
2023-11-21,15:06,Board Game,21.0,7,147.0,Beijing Store,
2023-03-23,12:31,Yoga Mat,19.89,10,198.9,Houston Store,
2023-02-09,11:43,Jeans,43.7,8,349.6,Los Angeles Store,
2023-04-24,19:23,Skincare Set,37.98,8,303.84,Beijing Store,
2023-04-29,19:10,Headphones,106.85,3,320.55,Sao Paulo Store,
2023-02-21,16:48,Jeans,54.48,1,54.48,Melbourne Store,
2023-10-11,13:05,Jeans,46.43,9,417.87,Hamburg Store,
2023-10-03,11:57,T-Shirt,17.43,4,69.72,Shanghai Store,
2023-04-25,14:38,Board Game,28.93,8,231.44,Beijing Store,
2023-10-04,14:02,Organic Coffee,13.0,1,13.0,Houston Store,
2023-04-21,16:43,Snack Box,6.28,2,12.56,London Store,
2023-02-07,15:06,Skincare Set,33.55,5,167.75,Houston Store,
2023-04-20,11:39,Board Game,46.32,8,370.56,Shanghai Store,
2023-04-25,18:58,T-Shirt,20.48,2,40.96,Guangzhou Store,
2023-09-13,20:45,Jeans,57.13,7,399.91,Berlin Store,
2023-07-10,15:05,T-Shirt,16.82,7,117.74,Guangzhou Store,
2023-06-07,10:41,Winter Jacket,82.38,7,576.66,Beijing Store,
2023-02-28,15:01,Yoga Mat,35.27,2,70.54,Shanghai Store,
2023-12-14,17:48,Organic Coffee,13.09,6,78.54,Rio de Janeiro Store,
2023-12-15,08:07,T-Shirt,28.15,1,28.15,Chicago Store,
2023-11-19,12:52,Cookbook,32.32,10,323.2,London Store,
2023-01-17,15:27,Running Shoes,102.79,9,925.11,Sydney Store,
2023-08-27,15:37,Snack Box,7.46,9,67.14,New York Store,
2023-01-13,10:27,T-Shirt,18.51,5,92.55,Chicago Store,
2023-02-27,18:54,Perfume,77.63,1,77.63,New York Store,
2023-05-10,15:35,Snack Box,5.85,1,5.85,Cape Town Store,
2023-03-20,14:44,Smartphone,537.17,5,2685.85,Phoenix Store,
2023-03-09,14:38,Headphones,179.48,7,1256.36,Osaka Store,
2023-02-27,08:43,Organic Coffee,11.07,2,22.14,Chicago Store,
2023-09-18,12:38,Organic Coffee,8.87,3,26.61,Cape Town Store,
2023-01-30,08:23,T-Shirt,12.66,9,113.94,Beijing Store,
2023-11-24,20:50,Cookware Set,299.06,3,897.18,London Store,
2023-09-18,11:19,Yoga Mat,18.33,5,91.65,Guangzhou Store,
2023-01-15,14:15,Winter Jacket,103.3,3,309.9,New York Store,
2023-10-03,14:25,Organic Coffee,11.88,1,11.88,Houston Store,
2023-01-16,13:39,Snack Box,7.03,4,28.12,Beijing Store,
2023-03-05,20:48,T-Shirt,17.56,8,140.48,Los Angeles Store,
2023-05-26,16:14,Yoga Mat,38.54,6,231.24,New York Store,
2023-04-25,09:05,Skincare Set,42.38,1,42.38,Shanghai Store,
2023-08-09,19:50,Organic Coffee,10.14,4,40.56,Beijing Store,
2023-04-11,12:58,LEGO Set,32.09,9,288.81,Phoenix Store,
2023-11-24,14:22,LEGO Set,40.93,5,204.65,Guangzhou Store,
2023-02-19,11:38,Smartphone,958.38,2,1916.76,Guangzhou Store,
2023-06-23,09:17,Running Shoes,75.69,2,151.38,Los Angeles Store,
2023-08-09,18:42,Board Game,38.39,3,115.17,Hamburg Store,
2023-02-03,14:52,T-Shirt,24.2,5,121.0,Beijing Store,
2023-06-03,18:23,Organic Coffee,12.43,3,37.29,New York Store,
2023-02-01,11:55,Organic Coffee,9.14,4,36.56,London Store,
2023-12-18,11:49,Perfume,70.55,8,564.4,Mumbai Store,
2023-08-07,14:23,Snack Box,7.86,2,15.72,Phoenix Store,
2023-03-09,10:50,Smartphone,782.64,10,7826.4,Los Angeles Store,
2023-02-02,13:34,Headphones,196.14,4,784.56,Phoenix Store,
2023-01-24,09:34,Snack Box,8.71,8,69.68,Shanghai Store,
2023-12-01,13:11,Board Game,48.85,7,341.95,Shanghai Store,
2023-09-04,16:54,Laptop,1341.27,3,4023.81,Phoenix Store,
2023-01-06,08:58,T-Shirt,13.32,9,119.88,Sydney Store,
2023-03-26,18:44,Board Game,46.25,10,462.5,Shanghai Store,
2023-10-16,15:34,Headphones,277.48,9,2497.32,Guangzhou Store,
2023-03-20,10:22,Jeans,49.64,2,99.28,Osaka Store,
2023-07-08,16:50,T-Shirt,23.08,9,207.72,Shanghai Store,
2023-01-13,11:13,Cookbook,17.77,3,53.31,Rio de Janeiro Store,
2023-03-09,20:04,Running Shoes,76.84,4,307.36,Shanghai Store,
2023-10-30,09:27,Laptop,1324.96,4,5299.84,Phoenix Store,
2023-06-24,14:05,Running Shoes,79.04,2,158.08,Edinburgh Store,
2023-12-06,12:13,Skincare Set,67.67,10,676.7,Chicago Store,
2023-06-29,13:30,Yoga Mat,36.13,6,216.78,Houston Store,
2023-02-12,15:33,LEGO Set,44.33,9,398.97,Shanghai Store,
2023-08-03,14:08,Yoga Mat,20.33,4,81.32,Houston Store,
2023-08-08,13:09,LEGO Set,35.38,9,318.42,Beijing Store,
2023-08-24,08:29,T-Shirt,21.48,6,128.88,Los Angeles Store,
2023-08-24,13:15,Running Shoes,66.21,7,463.47,Osaka Store,Back to School
2023-01-29,12:52,Organic Coffee,10.4,4,41.6,Houston Store,
2023-04-08,19:54,Jeans,66.32,10,663.2,Houston Store,
2023-10-30,10:06,Headphones,150.69,10,1506.9,Tokyo Store,
2023-11-17,10:24,Blender,84.2,1,84.2,Beijing Store,
2023-01-31,08:43,Perfume,62.07,1,62.07,Los Angeles Store,
2023-12-06,11:33,Jeans,44.42,10,444.2,Guangzhou Store,
2023-10-13,10:57,Board Game,34.46,10,344.6,Shanghai Store,
2023-04-14,19:04,T-Shirt,13.12,6,78.72,Guangzhou Store,
2023-02-20,20:59,Snack Box,9.18,9,82.62,Munich Store,
2023-11-08,15:29,Headphones,276.26,1,276.26,Chicago Store,
2023-10-08,08:08,Skincare Set,66.39,10,663.9,Cape Town Store,
2023-03-25,18:12,LEGO Set,94.69,8,757.52,Hamburg Store,
2023-04-06,15:04,Skincare Set,54.37,6,326.22,Shanghai Store,
2023-05-12,14:53,T-Shirt,25.06,3,75.18,Munich Store,
2023-06-02,14:12,Winter Jacket,128.99,10,1289.9,Guangzhou Store,
2023-12-30,13:43,Snack Box,8.31,2,16.62,Munich Store,
2023-12-23,11:32,Yoga Mat,21.14,3,63.42,Beijing Store,
2023-08-10,17:18,T-Shirt,13.13,4,52.52,Berlin Store,
2023-12-04,13:03,Board Game,24.94,7,174.58,Shanghai Store,
2023-09-19,09:18,Winter Jacket,96.81,7,677.67,Houston Store,
2023-02-09,10:08,T-Shirt,15.03,7,105.21,Houston Store,
2023-11-07,08:51,Snack Box,6.71,2,13.42,Houston Store,
2023-09-28,13:10,T-Shirt,22.31,10,223.1,Los Angeles Store,
2023-04-13,10:44,Winter Jacket,81.83,8,654.64,New York Store,
2023-08-27,16:15,Cookware Set,252.44,8,2019.52,Chicago Store,
2023-12-22,19:44,Snack Box,7.24,7,50.68,New York Store,
2023-01-08,10:56,Board Game,31.01,6,186.06,New York Store,
2023-03-27,11:37,T-Shirt,13.17,3,39.51,Chicago Store,
2023-10-16,14:57,Smartphone,847.17,6,5083.02,Beijing Store,
2023-03-11,19:32,Snack Box,8.9,3,26.7,Osaka Store,
2023-02-20,10:36,Jeans,65.41,9,588.69,Mumbai Store,
2023-11-06,09:57,Yoga Mat,30.51,1,30.51,Beijing Store,
2023-07-07,16:36,Cookbook,25.06,3,75.18,New York Store,
2023-10-23,09:49,Board Game,42.01,5,210.05,Houston Store,
2023-01-29,10:04,Board Game,24.86,10,248.6,Shanghai Store,
2023-08-16,17:59,T-Shirt,28.1,2,56.2,Los Angeles Store,
2023-05-05,16:34,Snack Box,5.73,5,28.65,Houston Store,
2023-03-24,18:01,Snack Box,7.4,7,51.8,Melbourne Store,
2023-03-04,13:37,Skincare Set,51.71,9,465.39,Guangzhou Store,
2023-02-25,12:27,Organic Coffee,10.86,5,54.3,Rio de Janeiro Store,
2023-11-21,19:44,Headphones,195.35,7,1367.45,Tokyo Store,
2023-01-06,10:11,Jeans,79.17,2,158.34,London Store,
2023-04-16,18:01,T-Shirt,15.75,3,47.25,Mumbai Store,
2023-03-24,10:27,Snack Box,6.99,6,41.94,New York Store,
2023-04-30,18:55,Perfume,135.13,2,270.26,Berlin Store,
2023-07-29,14:33,Snack Box,7.72,8,61.76,Shanghai Store,
2023-11-25,14:05,LEGO Set,43.8,10,438.0,Chicago Store,
2023-08-04,14:27,Jeans,77.51,4,310.04,Tokyo Store,
2023-06-23,08:05,Snack Box,6.08,2,12.16,Guangzhou Store,
2023-02-22,18:20,Blender,51.83,5,259.15,Hamburg Store,
2023-04-05,13:28,Bestseller Novel,12.04,4,48.16,Houston Store,
2023-03-13,15:34,Headphones,189.2,2,378.4,Mumbai Store,
2023-03-05,13:43,Cookware Set,176.52,2,353.04,Shanghai Store,
2023-02-08,20:34,Bestseller Novel,16.73,5,83.65,Los Angeles Store,
2023-05-22,19:14,Board Game,24.37,9,219.33,Phoenix Store,
2023-10-19,18:43,Yoga Mat,27.8,2,55.6,Edinburgh Store,
2023-02-05,15:23,LEGO Set,45.24,10,452.4,Berlin Store,
2023-08-05,13:33,Running Shoes,85.04,8,680.32,Shanghai Store,
2023-10-10,19:03,LEGO Set,56.28,8,450.24,Munich Store,
2023-10-12,08:20,Jeans,53.89,2,107.78,New York Store,
2023-04-28,17:36,T-Shirt,17.33,4,69.32,Shanghai Store,
2023-04-13,18:30,LEGO Set,63.15,9,568.35,Houston Store,
2023-03-28,12:34,T-Shirt,20.92,5,104.6,Houston Store,
2023-03-01,18:59,Snack Box,5.14,9,46.26,Tokyo Store,
2023-10-03,17:45,Smartphone,560.08,9,5040.72,Chicago Store,
2023-08-01,20:52,Laptop,958.5,7,6709.5,Melbourne Store,
2023-07-22,17:58,Cookware Set,289.28,6,1735.68,Delhi Store,
2023-05-31,14:28,Jeans,40.21,3,120.63,Houston Store,
2023-10-02,17:19,Jeans,50.61,4,202.44,Chicago Store,
2023-07-13,14:26,Winter Jacket,115.7,8,925.6,Beijing Store,
2023-04-02,16:08,Snack Box,7.99,4,31.96,Delhi Store,
2023-08-10,13:05,Snack Box,6.04,6,36.24,Beijing Store,
2023-08-09,13:51,Organic Coffee,13.92,2,27.84,New York Store,
2023-02-25,10:51,Organic Coffee,10.68,8,85.44,Osaka Store,
2023-03-22,14:40,Yoga Mat,31.3,1,31.3,Houston Store,
2023-05-19,17:26,Organic Coffee,12.11,7,84.77,Osaka Store,
2023-08-11,19:33,Organic Coffee,11.21,1,11.21,Johannesburg Store,
2023-04-17,15:16,Skincare Set,75.74,4,302.96,Phoenix Store,
2023-08-24,14:34,Smartphone,905.06,7,6335.42,Rio de Janeiro Store,
2023-09-30,19:10,Snack Box,8.66,6,51.96,Los Angeles Store,
2023-08-05,08:33,Yoga Mat,25.86,10,258.6,Melbourne Store,
2023-06-13,08:34,Smartphone,597.17,1,597.17,Chicago Store,
2023-06-19,12:17,Snack Box,8.23,9,74.07,Los Angeles Store,
2023-08-12,17:21,Blender,110.75,10,1107.5,Sao Paulo Store,
2023-04-30,13:30,Organic Coffee,8.42,8,67.36,New York Store,
2023-10-26,09:32,Board Game,40.49,7,283.43,Melbourne Store,
2023-11-29,12:24,Skincare Set,61.42,7,429.94,Phoenix Store,
2023-04-21,08:24,Blender,60.39,2,120.78,Shanghai Store,
2023-12-07,16:47,Laptop,1311.06,1,1311.06,Delhi Store,
2023-10-15,17:06,Winter Jacket,81.01,4,324.04,Beijing Store,
2023-05-04,20:57,Running Shoes,119.66,2,239.32,Osaka Store,
2023-09-23,18:49,Skincare Set,58.78,1,58.78,Delhi Store,
2023-07-22,13:46,Bestseller Novel,21.83,9,196.47,Shanghai Store,
2023-05-26,12:30,Blender,112.65,10,1126.5,Beijing Store,
2023-05-28,10:20,Skincare Set,54.05,3,162.15,New York Store,
2023-12-12,09:27,LEGO Set,74.13,8,593.04,Tokyo Store,
2023-05-18,11:10,Laptop,803.7,8,6429.6,Los Angeles Store,
2023-07-17,19:09,T-Shirt,25.87,10,258.7,Houston Store,
2023-01-28,14:02,Bestseller Novel,10.31,9,92.79,Phoenix Store,
2023-01-13,11:53,Snack Box,5.33,6,31.98,Guangzhou Store,
2023-08-17,12:17,Running Shoes,93.23,10,932.3,Tokyo Store,
2023-09-28,13:47,Jeans,43.47,5,217.35,New York Store,
2023-03-06,16:29,Cookware Set,249.72,8,1997.76,Mumbai Store,
2023-09-03,08:31,Snack Box,6.69,4,26.76,Los Angeles Store,
2023-12-05,15:11,Skincare Set,34.06,3,102.18,Los Angeles Store,
2023-09-08,13:24,T-Shirt,11.72,2,23.44,Houston Store,
2023-12-01,10:25,Cookbook,15.71,8,125.68,Guangzhou Store,
2023-03-27,18:44,Board Game,21.94,6,131.64,Chicago Store,
2023-04-29,18:45,Bestseller Novel,16.22,10,162.2,Guangzhou Store,
2023-01-24,17:18,Bestseller Novel,13.04,7,91.28,Phoenix Store,
2023-11-15,13:01,Jeans,40.18,9,361.62,Guangzhou Store,
2023-03-24,13:14,LEGO Set,43.71,1,43.71,Los Angeles Store,
2023-09-04,10:01,Perfume,129.0,2,258.0,Beijing Store,
2023-04-05,15:13,T-Shirt,29.23,6,175.38,Los Angeles Store,
2023-11-01,18:11,Perfume,77.19,1,77.19,Houston Store,
2023-12-09,11:32,Smartphone,854.85,5,4274.25,Guangzhou Store,
2023-08-21,14:02,Organic Coffee,12.19,9,109.71,Phoenix Store,
2023-04-18,14:50,Laptop,947.41,10,9474.1,Mumbai Store,
2023-03-29,19:36,LEGO Set,90.21,5,451.05,Phoenix Store,
2023-07-17,08:53,Cookbook,21.92,8,175.36,Guangzhou Store,
2023-04-27,16:25,Organic Coffee,9.32,1,9.32,Osaka Store,
2023-03-05,20:06,Skincare Set,35.43,7,248.01,Tokyo Store,
2023-01-29,10:13,Snack Box,7.93,6,47.58,Beijing Store,
2023-07-24,08:15,Smartphone,542.69,5,2713.45,Phoenix Store,
2023-03-17,13:53,Organic Coffee,10.34,5,51.7,Guangzhou Store,
2023-02-25,12:58,Jeans,68.81,5,344.05,Phoenix Store,
2023-09-01,19:38,Laptop,1380.41,7,9662.87,London Store,Back to School
2023-01-23,17:12,Skincare Set,79.13,9,712.17,New York Store,
2023-12-06,12:52,LEGO Set,67.49,7,472.43,Beijing Store,
2023-08-27,09:31,Blender,59.15,7,414.05,Guangzhou Store,Back to School
2023-04-05,10:02,Board Game,20.06,9,180.54,Shanghai Store,
2023-03-22,12:41,T-Shirt,21.62,5,108.1,Guangzhou Store,
2023-11-13,19:25,Laptop,1919.97,1,1919.97,Houston Store,
2023-10-05,15:49,Laptop,931.12,4,3724.48,Chicago Store,
2023-07-16,13:21,T-Shirt,25.61,8,204.88,Hamburg Store,
2023-12-06,11:27,Blender,99.48,3,298.44,Shanghai Store,
2023-07-14,14:37,Organic Coffee,10.39,10,103.9,Mumbai Store,
2023-07-08,15:46,Laptop,847.71,5,4238.55,New York Store,
2023-07-27,14:14,LEGO Set,36.98,5,184.9,Beijing Store,
2023-06-29,16:42,Snack Box,8.9,5,44.5,Manchester Store,
2023-10-21,13:56,Bestseller Novel,19.06,5,95.3,Osaka Store,
2023-01-19,11:50,Snack Box,7.56,4,30.24,Phoenix Store,
2023-06-12,12:42,Cookbook,29.02,9,261.18,Osaka Store,
2023-01-06,18:29,Bestseller Novel,23.69,1,23.69,Phoenix Store,
2023-08-20,19:44,Winter Jacket,104.94,10,1049.4,Los Angeles Store,
2023-01-23,11:09,Running Shoes,80.88,5,404.4,Guangzhou Store,
2023-04-16,20:06,Smartphone,983.42,9,8850.78,Shanghai Store,
2023-12-31,10:41,Laptop,1092.24,10,10922.4,Phoenix Store,
2023-06-20,08:33,Headphones,97.32,6,583.92,Guangzhou Store,
2023-04-18,18:20,T-Shirt,10.88,3,32.64,Osaka Store,
2023-05-21,10:41,T-Shirt,11.13,9,100.17,Beijing Store,
2023-12-20,08:54,Headphones,84.12,6,504.72,Houston Store,
2023-06-23,20:05,Blender,57.08,1,57.08,Manchester Store,Summer Sale
2023-02-16,14:16,Running Shoes,60.72,9,546.48,Houston Store,
2023-09-18,18:26,Running Shoes,111.98,2,223.96,Los Angeles Store,
2023-08-21,13:38,Jeans,64.54,6,387.24,Chicago Store,
2023-01-18,16:29,T-Shirt,10.34,3,31.02,Beijing Store,
2023-08-25,13:04,Organic Coffee,8.26,9,74.34,New York Store,
2023-04-21,20:54,Snack Box,6.94,7,48.58,Guangzhou Store,
2023-05-16,15:38,Headphones,262.08,3,786.24,Mumbai Store,
2023-05-26,18:12,Cookware Set,133.64,6,801.84,Guangzhou Store,
2023-03-27,10:32,Organic Coffee,11.75,9,105.75,London Store,
2023-02-22,12:00,Organic Coffee,9.4,8,75.2,Houston Store,
2023-07-02,08:40,T-Shirt,22.05,3,66.15,Munich Store,
2023-01-21,13:43,Bestseller Novel,13.98,1,13.98,Beijing Store,
2023-05-20,09:58,Yoga Mat,15.86,8,126.88,Guangzhou Store,
2023-03-20,18:16,Bestseller Novel,15.8,2,31.6,Houston Store,
2023-10-31,19:35,Running Shoes,72.73,2,145.46,Sao Paulo Store,
2023-12-19,10:55,Smartphone,696.85,10,6968.5,Osaka Store,Holiday Special
2023-08-31,09:30,Board Game,42.66,5,213.3,Osaka Store,
2023-10-09,09:40,Snack Box,5.45,4,21.8,Guangzhou Store,
2023-04-11,08:20,Bestseller Novel,18.55,2,37.1,Chicago Store,
2023-09-27,10:08,Blender,108.21,7,757.47,Shanghai Store,
2023-10-07,19:16,Cookbook,29.65,3,88.95,Houston Store,
2023-09-26,10:28,Laptop,1932.78,10,19327.8,Hamburg Store,
2023-03-30,17:08,Board Game,37.29,1,37.29,Beijing Store,
2023-09-09,16:37,Perfume,63.03,1,63.03,Guangzhou Store,
2023-12-30,16:24,T-Shirt,19.25,7,134.75,Sao Paulo Store,
2023-09-01,09:19,T-Shirt,18.22,8,145.76,Shanghai Store,
2023-11-16,11:53,Board Game,34.03,1,34.03,Phoenix Store,
2023-05-18,12:32,Yoga Mat,35.35,7,247.45,Houston Store,
2023-10-18,12:36,Bestseller Novel,14.92,3,44.76,Houston Store,
2023-10-26,15:24,Organic Coffee,8.63,8,69.04,Chicago Store,
2023-05-17,17:28,Running Shoes,67.34,10,673.4,New York Store,
2023-06-23,10:24,Skincare Set,66.11,2,132.22,Shanghai Store,
2023-03-15,19:51,Jeans,78.87,8,630.96,Los Angeles Store,
2023-07-06,08:21,Winter Jacket,102.47,7,717.29,Phoenix Store,
2023-03-30,12:17,Laptop,1358.69,1,1358.69,Phoenix Store,
2023-05-26,19:44,LEGO Set,54.45,3,163.35,Manchester Store,
2023-05-26,16:00,Cookbook,33.79,10,337.9,Shanghai Store,
2023-01-08,18:13,LEGO Set,87.53,3,262.59,Guangzhou Store,
2023-05-06,10:10,Perfume,105.59,6,633.54,Mumbai Store,
2023-02-10,18:50,T-Shirt,14.74,1,14.74,Beijing Store,
2023-01-30,08:46,Smartphone,622.84,4,2491.36,Shanghai Store,
2023-06-28,08:46,Blender,57.17,5,285.85,Phoenix Store,
2023-01-13,13:19,Running Shoes,64.18,4,256.72,Phoenix Store,
2023-12-07,18:09,Jeans,58.51,8,468.08,New York Store,
2023-01-27,11:54,Smartphone,853.86,3,2561.58,Beijing Store,
2023-12-25,10:01,Board Game,40.07,9,360.63,Phoenix Store,
2023-08-12,09:38,Laptop,866.67,3,2600.01,Houston Store,
2023-06-20,13:34,Winter Jacket,142.08,8,1136.64,Houston Store,
2023-10-28,14:51,Cookbook,34.7,9,312.3,Munich Store,
2023-11-09,13:49,Cookware Set,145.81,3,437.43,Los Angeles Store,
2023-05-27,13:30,LEGO Set,70.07,2,140.14,New York Store,
2023-02-16,20:38,Headphones,296.98,7,2078.86,Beijing Store,
2023-11-30,18:30,Jeans,71.67,1,71.67,New York Store,
2023-04-04,17:20,Bestseller Novel,13.83,3,41.49,Shanghai Store,
2023-10-04,17:04,Headphones,145.86,9,1312.74,Houston Store,
2023-08-31,08:17,Snack Box,7.52,8,60.16,Beijing Store,
2023-02-14,19:08,Perfume,140.18,3,420.54,New York Store,
2023-12-10,08:17,Bestseller Novel,10.8,3,32.4,Chicago Store,
2023-09-05,08:04,LEGO Set,84.43,5,422.15,Shanghai Store,
2023-05-21,19:57,Organic Coffee,9.1,6,54.6,Chicago Store,
2023-10-09,18:08,Snack Box,5.37,2,10.74,Tokyo Store,
2023-08-15,08:10,Headphones,289.37,2,578.74,Houston Store,
2023-08-23,11:56,Perfume,146.42,5,732.1,Chicago Store,
2023-10-28,19:00,Running Shoes,100.48,10,1004.8,New York Store,
2023-11-21,10:26,Jeans,70.62,9,635.58,New York Store,
2023-10-29,09:59,Smartphone,779.72,1,779.72,Guangzhou Store,
